question,config,votes_correct,votes_incorrect,correct_ratio,response,system_prompt,correct_answer
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",A,0,6,0.0,"After the Bar Kochba revolt, the two main centers for Jewish development were Galilee and Yeshua (modern-day Israel/Palestine).",Answer the following question concisely and factually.,Palestine and Babylonia
" In addition to Jainism, which other tradition began as a world-renouncing movement?",A,6,0,1.0,Buddhism began as a world-renouncing movement.,Answer the following question concisely and factually.,Buddhism
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",A,6,0,1.0,"In the Zoroastrian tradition, the term Gathas refers to a collection of ancient hymns attributed to Zarathustra (Zoroaster).",Answer the following question concisely and factually.,Hymns
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,A,6,0,1.0,This form of Buddhism is known as Pure Land Buddhism.,Answer the following question concisely and factually.,Pure Land
" According to Hindu tradition, who is considered to be the ideal wife?",A,6,0,1.0,"In Hindu tradition, the ideal wife is often exemplified by the character of Satyavati from the Mahabharata, and more famously by Satyabhama, wife of Lord Krishna. However, the most celebrated and idealized wife in Hindu texts is Sita, the wife of Lord Rama, known for her virtue, devotion, and adherence to dharma.",Answer the following question concisely and factually.,Sita
Who is the woman mystic who exemplified the all-consuming love of the divine?,A,0,6,0.0,"The woman mystic who exemplified the all-consuming love of the divine is generally considered to be Teresa of Avila, a 16th-century Spanish Catholic mystic and reformer.",Answer the following question concisely and factually.,Rabi'a
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,A,6,0,1.0,The eighth-century CE female poet worshipped in many South Indian temples dedicated to Vishnu is Andal.,Answer the following question concisely and factually.,Andal
 Who is associated with the stigmata and preaching to birds?,A,6,0,1.0,Francis of Assisi is associated with the stigmata and preaching to birds.,Answer the following question concisely and factually.,Francis of Assisi
 Rome claimed that their bishop (pope) was the director successor of which leader?,A,6,0,1.0,Rome claimed that their bishop (pope) was the direct successor of Saint Peter.,Answer the following question concisely and factually.,Peter
When was the current Dalai Lama born?,A,6,0,1.0,"The current Dalai Lama, Tenzin Gyatso, was born on July 6, 1935.",Answer the following question concisely and factually.,1935
"Zhuangzi describes a state as ziran, which means which of the following?",A,6,0,1.0,"Ziran means ""spontaneity"" or ""naturalness.""",Answer the following question concisely and factually.,Spontaneity
" The mudras, which are an important feature of Buddhist art, are also known as what?",A,4,2,0.6666666666666666,Hand gestures or mudras.,Answer the following question concisely and factually.,hand gestures
 The Maccabean Revolt is associated with which ruler?,A,6,0,1.0,"The Maccabean Revolt is associated with Antiochus IV Epiphanes, a Seleucid ruler.",Answer the following question concisely and factually.,Antiochus IV Epiphanes
 How old was Guru Nanak when he started to preach the message of the divine Name?,A,6,0,1.0,Guru Nanak started preaching at the age of 30.,Answer the following question concisely and factually.,30
Which monk developed Pure Land Buddhism as we know it today?,A,0,6,0.0,Huiyuan developed Pure Land Buddhism as it is known today in China.,Answer the following question concisely and factually.,Honen
Which is the largest Muslim country in the world with more than 200 million adherents?,A,6,0,1.0,Indonesia is the largest Muslim country in the world with more than 200 million adherents.,Answer the following question concisely and factually.,Indonesia
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,A,6,0,1.0,Pope Gregory I promoted the cults of St. Peter and St. Paul to bolster authority in Rome.,Answer the following question concisely and factually.,Gregory
Which Guru was martyred when he refused to embrace Islam?,A,0,6,0.0,"Guru Arjan, the fifth Sikh Guru, was martyred for refusing to embrace Islam.",Answer the following question concisely and factually.,Guru Tegh Bahadur
 Which Guru donned the two swords symbolling temporal and spiritual authority?,A,0,6,0.0,"The fifth Sikh Guru, Guru Arjan Dev Ji, is associated with the symbolism of wearing two swords, representing spiritual and temporal authority.",Answer the following question concisely and factually.,Guru Hargobind
 Where is the key to liberation found within Sikhism?,A,0,6,0.0,"Within Sikhism, the key to liberation is found in the recitation and meditation on the name of God (Naam Japna), living a truthful and honest life (Kirat Karni), and acts of service and charity (Vand Chakna).",Answer the following question concisely and factually.,In the life of the householder
Which is one of the most fundamental themes of Japanese culture and civilization?,A,0,6,0.0,"One of the most fundamental themes of Japanese culture and civilization is respect (敬意, kei), which encompasses a wide range of social norms and values including respect for elders, superiors, guests, and nature.",Answer the following question concisely and factually.,God is eternal and merciful to those who offer worship
 To whom is the Yoga Sutras attributed?,A,6,0,1.0,The Yoga Sutras are attributed to Patanjali.,Answer the following question concisely and factually.,Patanjali
Which elephant-headed Hindu deity is often described as the most beloved?,A,6,0,1.0,"Ganesh, also known as Ganapati or Vinayaka, is often described as the most beloved elephant-headed Hindu deity.",Answer the following question concisely and factually.,Ganesha
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",A,6,0,1.0,"According to Sikh tradition, the Mul Mantar illuminates the nature of Waheguru (the Almighty).",Answer the following question concisely and factually.,Ultimate Reality
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,A,6,0,1.0,"The term that refers to the divine order as an all-encompassing higher principle in Sikhism is ""Hukam,"" which can also be associated with the concept of ""Hukamnama"" or the will of God as expressed through the Guru Granth Sahib.",Answer the following question concisely and factually.,Hukam
 How many books are in the New Testament?,A,6,0,1.0,The New Testament contains 27 books.,Answer the following question concisely and factually.,27
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,A,1,5,0.16666666666666666,"One distinctive belief of the Digambara sect of Jainism is that Jain monks should practice complete nudity, a practice known as ""digambara"" meaning ""clotheless"" or ""bare-bodied.""",Answer the following question concisely and factually.,They believed that nakedness was an elemental expression of non-attachment
The central prayer in Jainism is known by which of the following names?,A,0,6,0.0,"The central prayer in Jainism is known as the ""Ardhanarishvara Prayer.""",Answer the following question concisely and factually.,Namokar Mantra
How many Jinas have appeared during our age?,A,6,0,1.0,Twenty-four Jinas have appeared during this age according to Jain cosmology.,Answer the following question concisely and factually.,24
The title Dalai Lama means which of the following?,A,0,6,0.0,"The title Dalai Lama means ""Ocean Teacher.""",Answer the following question concisely and factually.,Ocean of Wisdom
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",A,6,0,1.0,Lakshmi accompanies Vishnu in many of his incarnations as his consort and is known as the goddess of good fortune.,Answer the following question concisely and factually.,Sri (Lakshmi)
What is bhakti often translated as?,A,6,0,1.0,"Bhakti is often translated as ""devotion"" or ""devotional service"" in English.",Answer the following question concisely and factually.,Devotion
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,A,6,0,1.0,The Kaddish is the Jewish prayer used for mourning since the Middle Ages.,Answer the following question concisely and factually.,The Kaddish
Krishna and Rama are incarnations of which Hindu god?,A,6,0,1.0,Krishna and Rama are incarnations of the Hindu god Vishnu.,Answer the following question concisely and factually.,Vishnu
 The kshatriyas is the caste name assigned to which group?,A,6,0,1.0,The kshatriyas is the caste name assigned to the warrior and royal class in the Hindu caste system.,Answer the following question concisely and factually.,"Rulers, warriors"
 What type of Buddhist organization is the Bodu Bala Sena?,A,0,6,0.0,The Bodu Bala Sena is a Buddhist nationalist organization in Sri Lanka.,Answer the following question concisely and factually.,Activist and militant organization in Sri Lanka
Which mystic believed that evil was a distortion that reveals divine love more clearly?,A,0,6,0.0,Meister Eckhart believed that evil was a distortion that reveals divine love more clearly.,Answer the following question concisely and factually.,Julian of Norwich
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,A,6,0,1.0,"During Obon, the spirits of deceased family members are believed to return to receive ritual offerings.",Answer the following question concisely and factually.,Obon
"What does ""Mahavira"" mean?",A,6,0,1.0,"""Mahavira"" means ""Great Hero"" or ""Great Warrior"" in Sanskrit and refers to Vardhamana, the 24th Tirthankara of Jainism.",Answer the following question concisely and factually.,"""Great Hero"""
Where is the largest network of Confucian shrines in the world?,A,0,6,0.0,"The largest network of Confucian shrines in the world is located in Qufu, China, which is the birthplace of Confucius.",Answer the following question concisely and factually.,Korea
 What is the title for the religious and administrative leaders who succeeded the Prophet?,A,6,0,1.0,Caliphs,Answer the following question concisely and factually.,Caliph
 The Tibetan Book of the Dead is also known as which of the following?,A,6,0,1.0,The Tibetan Book of the Dead is also known as the Bardo Thodol.,Answer the following question concisely and factually.,Bardo Thodol
 Self-sacrifice is an important theme for which Buddhist thinker?,A,0,6,0.0,"Self-sacrifice is an important theme in the teachings of the Buddha, the founder of Buddhism.",Answer the following question concisely and factually.,Thich Nhat Hanh
 How many times a day is the Fatihah recited?,A,6,0,1.0,"The frequency of reciting the Fatihah varies among individuals and can be multiple times a day, depending on prayer habits. It is recited at least 17-20 times daily in regular Islamic prayer (five daily prayers). Some Muslims may recite it more frequently for additional supplications or remembrance.",Answer the following question concisely and factually.,At least 17
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",A,6,0,1.0,"The term used to describe a group of ""pure"" or loyal Sikhs bound together is not specifically ""Pure,"" but rather they are known as ""Khalsa.""",Answer the following question concisely and factually.,Khalsa
Who is the founder of Sikhism?,A,6,0,1.0,The founder of Sikhism is Guru Nanak Dev Ji.,Answer the following question concisely and factually.,Guru Nanak
Which term is usually associated with women in Hindu traditions?,A,0,6,0.0,"The term ""Savitri"" is often associated with women in Hindu traditions, symbolizing wisdom and marital fidelity, most famously referenced in the story of Satyavan and Savitri.",Answer the following question concisely and factually.,Auspiciousness
What is another name for Enuma Elish?,A,6,0,1.0,Another name for Enuma Elish is The Epic of Creation.,Answer the following question concisely and factually.,Epic of Creation
 What was the most important female-centered festival in cities throughout Greece?,A,6,0,1.0,"The most important female-centered festival in ancient Greek cities was the Thesmophoria, a three-day festival honoring Demeter, the goddess of agriculture and fertility.",Answer the following question concisely and factually.,Thesmophoria
Speaking in tongues is a feature of which Christian denomination?,A,6,0,1.0,"Speaking in tongues is a feature of many Christian denominations, particularly charismatic and pentecostal churches, though it can also be found in other Protestant and Catholic contexts.",Answer the following question concisely and factually.,Pentecostalism
 Charism can be defined as which of the following?,A,6,0,1.0,"Charism can be defined as a special grace or gift from the Holy Spirit, often manifesting unique abilities or qualities in individuals within religious contexts.",Answer the following question concisely and factually.,A spiritual gift
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,A,6,0,1.0,The recent revivalist movement in Turkey led by Fetullah Gülen is often referred to as the Gülen Movement or Hizmet Movement.,Answer the following question concisely and factually.,Hizmet
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",A,6,0,1.0,"According to Korean foundation myth, the god Hwanin's son Hwanung transformed into a human in order to father Dangun.",Answer the following question concisely and factually.,Hwanung
" In Buddhism, what are ordained women known as?",A,6,0,1.0,"In Buddhism, ordained women are known as nuns or bhikkhunis.",Answer the following question concisely and factually.,Bhikshunis
 What is the name of the most authoritative Kabbalah text?,A,6,0,1.0,The Zohar is considered the most authoritative text in Kabbalah.,Answer the following question concisely and factually.,Zohar
 Which of the following does the Qur'an permit?,A,0,6,0.0,"The Qur'an permits prayer, charity ( zakat ), fasting during Ramadan, and pilgrimage to Mecca (hajj) for those who can afford it. It also permits marriage, ownership of property, and just governance.",Answer the following question concisely and factually.,Polygyny
 Which is the main form of Buddhism in Sri Lanka?,A,6,0,1.0,The main form of Buddhism in Sri Lanka is Theravada Buddhism.,Answer the following question concisely and factually.,Theravada
What are the two sacraments that all Christians celebrate?,A,6,0,1.0,Baptism and Eucharist.,Answer the following question concisely and factually.,Baptism and Eucharist
The Jataka tales are a collection of which genre of stories?,A,0,6,0.0,The Jataka tales are a collection of Buddhist ethical fables.,Answer the following question concisely and factually.,Birth stories
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,A,0,6,0.0,Japan's closure to Christianity and Europe lasted from 1639 to 1853.,Answer the following question concisely and factually.,1641-1853
"According to the Sumerian King List, where does kingship come from?",A,4,2,0.6666666666666666,"According to the Sumerian King List, kingship comes from the gods.",Answer the following question concisely and factually.,Descends from heaven
What is the name of the Hindu community associated with environmental activism?,A,0,6,0.0,"The Hindu community associated with environmental activism is often referred to as the Vanvaasies or Vanavasis. However, a more widely recognized group is the Chipko Movement, which involved rural Hindu women who used non-violent resistance, including hugging trees to prevent them from being cut down.",Answer the following question concisely and factually.,Bishnoi
Which god supplanted the earlier Mesopotamian supreme god Enil?,A,6,0,1.0,Marduk supplanted Enil as the supreme god in Mesopotamian religion.,Answer the following question concisely and factually.,Marduk
Which of the following movements was founded by Mordechai Kaplan?,A,6,0,1.0,The Reconstructionist Movement was founded by Mordechai Kaplan.,Answer the following question concisely and factually.,Reconstructionist Judaism
When was the State of Israel established?,A,6,0,1.0,"The State of Israel was established on May 14, 1948.",Answer the following question concisely and factually.,1948
 Icons are a main feature of which church?,A,6,0,1.0,Icons are a main feature of Eastern Orthodox churches.,Answer the following question concisely and factually.,Orthodox
The first of the Four Noble Truths teaches which of the following cannot be escaped?,A,6,0,1.0,The first of the Four Noble Truths teaches that suffering (dukkha) cannot be escaped.,Answer the following question concisely and factually.,Suffering
 The Continental Reformation started in what year?,A,6,0,1.0,The Continental Reformation started in 1517.,Answer the following question concisely and factually.,1517
Which deity is the Roman counterpart to the Greek god Zeus?,A,6,0,1.0,Jupiter,Answer the following question concisely and factually.,Jupiter
The philosopher Laozi is associated with which tradition?,A,6,0,1.0,Laozi is associated with Daoism (also spelled Taoism).,Answer the following question concisely and factually.,Daoism
The term xin refers to which of the following?,A,5,1,0.8333333333333334,"The term ""xin"" in Chinese refers to the concept of ""heart"" or ""mind,"" encompassing emotions, thoughts, and intentions.",Answer the following question concisely and factually.,Heart-mind
 Which term in the dharma texts of the classical period denotes the four stages of life?,A,6,0,1.0,"The term in the dharma texts of the classical period that denotes the four stages of life is ""ashrama.""",Answer the following question concisely and factually.,Ashramas
"What is the term for commentary on the Qur'an, which means ""unveiling""?",A,6,0,1.0,"The term for commentary on the Qur'an that means ""unveiling"" is tafsir.",Answer the following question concisely and factually.,tafsir
 The term mappo is associated with which of the following?,A,4,2,0.6666666666666666,"The term ""mappo"" is associated with the Buddhist concept of the Dark Age or Degenerate Age, specifically the second of the three ages of Buddhism (the first being the Age of the Dharma or Tathagata, and the third being the Disappearance of the Dharma).",Answer the following question concisely and factually.,An age of decline
Which are the synoptic Gospels?,A,6,0,1.0,"The synoptic Gospels are Matthew, Mark, and Luke. These three gospels share similar content and structure, allowing for easy comparison. John is considered distinct due to its different focus and style.",Answer the following question concisely and factually.,"Matthew, Mark, Luke"
What is the English title for the divination text also known as the Yijing?,A,1,5,0.16666666666666666,The English title for the divination text also known as the Yijing is the I Ching.,Answer the following question concisely and factually.,The Classic of Changes
 Where was the most famous site of the mystery cults in Greece?,A,6,0,1.0,"The most famous site of the mystery cults in Greece was Eleusis, known for the Eleusinian Mysteries dedicated to Demeter and Persephone.",Answer the following question concisely and factually.,Eleusis
"When did the Babylonian captivity of ""Exile"" begin?",A,6,0,1.0,The Babylonian captivity or exile began in 586 BCE when Babylonians conquered Jerusalem and took the Jews captive.,Answer the following question concisely and factually.,586 BCE
 The term vajrya means diamond and which of the following?,A,6,0,1.0,The term vajrya means diamond and thunderbolt.,Answer the following question concisely and factually.,Thunderbolt
" In Jainism, what is the cycle that one must liberate oneself from?",A,6,0,1.0,"In Jainism, one must liberate oneself from the cycle of birth, death, and rebirth (samsara).",Answer the following question concisely and factually.,Samsara
 The classic text Daodejing is known by what title in English?,A,0,6,0.0,The Daodejing is known as the Tao Te Ching in English.,Answer the following question concisely and factually.,Classic of the Way and Power
 Which Roman statesman encouraged civic religion in his work The Laws?,A,6,0,1.0,"The Roman statesman who encouraged civic religion in his work ""The Laws"" was Cicero.",Answer the following question concisely and factually.,Cicero
" What does ""Svetambara"" mean?",A,6,0,1.0,"""Svetambara"" means ""white-robed"" in Sanskrit, referring to a major sect of Jainism that follows monks and some nuns wearing white clothes.",Answer the following question concisely and factually.,"""White-clad"""
 What is the purpose for hearing the Guru's Vak in the morning?,A,4,2,0.6666666666666666,"The purpose of hearing the Guru's Vak (word or teaching) in the morning is to begin the day with spiritual guidance, setting a positive and mindful direction for the activities ahead.",Answer the following question concisely and factually.,Inspiration for personal meditation throughout the day
What is a mohel?,A,6,0,1.0,"A mohel is a Jewish ritual circumciser, typically trained to perform the bris milah (circumcision) ceremony according to traditional Jewish law and customs.",Answer the following question concisely and factually.,A ritual circumciser
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,A,0,6,0.0,"The major shift by Greek philosophers who rejected the anthropomorphic view of the divine occurred during the period of classical philosophy, roughly from the 5th to the 4th century BCE, with key figures like Anaxagoras and later Plato and Aristotle playing significant roles in this development.",Answer the following question concisely and factually.,Late Sixth Century BCE
"The Oral Torah, in its written form, is known as what?",A,6,0,1.0,"The Oral Torah, in its written form, is known as the Mishnah.",Answer the following question concisely and factually.,Mishnah
What has been a central focus of religious traditions in China and Korea?,A,6,0,1.0,"A central focus of religious traditions in both China and Korea has been Confucianism, which emphasizes social harmony, moral virtue, and familial duty. Buddhism has also been significant, particularly in providing spiritual guidance and influencing art, architecture, and philosophy.",Answer the following question concisely and factually.,Peace and harmony
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,A,0,6,0.0,"During a drought in the time of the Han Dynasty, ordinary folk would likely appeal to the emperor, as he was seen as a connection to heaven and his actions were thought to influence natural events.",Answer the following question concisely and factually.,The Queen Mother of the West
 The theological term homoousios means which of the following?,A,6,0,1.0,"Homoousios means ""of the same substance"" or ""of one substance"" in Greek, and it was used to express the belief that the Son (Jesus Christ) and the Father are of the same divine essence or substance.",Answer the following question concisely and factually.,of the same substance
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",A,6,0,1.0,"According to the Japanese origin myth, Amaterasu is born from the left eye of the creator god Izanagi.",Answer the following question concisely and factually.,Izanagi
 The numen of Augustus referred to which of the following characteristics?,A,6,0,1.0,"The numen of Augustus referred to his divine power or presence, suggesting a divine influence or protection.",Answer the following question concisely and factually.,Divine power
"A cell nucleus contains which of the following?
I. DNA
II. Protein
III. RNA",A,0,6,0.0,"I. DNA
III. RNA",Answer the following question concisely and factually.,"I, II, and III"
"The normal modes of a carbon dioxide molecule that are infrared-active include which of the following?
I. Bending
II. Symmetric stretching
III. Asymmetric stretching",A,0,6,0.0,II. Symmetric stretching and III. Asymmetric stretching are infrared-active for carbon dioxide. The bending mode is not infrared-active.,Answer the following question concisely and factually.,I and III only
"Which of the following must be true about a binary liquid mixture that obeys Raoult’s law?
I. The partial pressure of each component at equilibrium is proportional to its mole fraction in the liquid mixture.
II. The volume of the mixture is equal to the sum of the volumes of each component before mixing.
III. Intermolecular interactions in the mixture are identical to intermolecular interactions in the pure components.",A,0,6,0.0,I. The partial pressure of each component at equilibrium is proportional to its mole fraction in the liquid mixture.,Answer the following question concisely and factually.,"I, II, and III"
"For EDTA titrations, the analyte solution and the titrant solution are both buffered at the same pH for which of the following reasons?
I. The conditional formation constant is affected by pH.
II. The fraction of EDTA in the fully deprotonated Y4− form varies with pH.
III. When EDTA reacts to form a metal complex, H+ is a product in most cases.",A,0,6,0.0,"I and II are correct. The conditional formation constant is affected by pH (I), and the fraction of EDTA in the fully deprotonated Y4− form varies with pH (II). Statement III is generally true but not the primary reason for buffering in EDTA titrations.",Answer the following question concisely and factually.,"I, II, and III"
"Which of the following is (are) characteristic of mass spectrometry?
I. Analyte molecules are converted to gaseous ions.
II. The ions are separated according to their mass-to-charge ratio.
III. In addition to compound identification, mass spectra can be utilized to determine precise isotopic masses and isotopic ratios.",A,6,0,1.0,"All three characteristics I, II, and III are correct for mass spectrometry.",Answer the following question concisely and factually.,"I, II, and III"
"Which of the following procedures tend(s) to minimize the influence of random errors on measured results?
I. Signal averaging
II. Use of internal standards
III. Averaging the results from multiple samples",A,6,0,1.0,"I and III tend to minimize the influence of random errors on measured results. Signal averaging and averaging the results from multiple samples both help reduce the impact of random fluctuations, thereby improving the reliability and accuracy of the measurements. The use of internal standards primarily helps in correcting for systematic errors rather than random errors.",Answer the following question concisely and factually.,I and III only
"Resolution theorem proving for showing that a formula of propositional logic is not satisfiable has which of the following properties?
I. It is a sound proof system in the sense that there does not exist a proof of the unsatisfiability of a satisfiable formula of propositional logic.
II. It is a complete proof system in the sense that there is a proof of unsatisfiability for every unsa tisfiable formula of propositional logic.
III. It is a succinct proof system in the sense that whenever an unsatisfiable formula F of propositional logic has a resolution proof, F also has a proof whose length is polynomial in the length of F.",A,0,6,0.0,"II and III are correct. Resolution theorem proving is a sound and complete proof system for propositional logic, meaning it can prove the unsatisfiability of every unsatisfiable formula (II). Additionally, it is a succinct proof system where proofs of unsatisfiability are polynomial in length relative to the formula (III). Statement I is incorrect because resolution theorem proving cannot produce a proof of unsatisfiability for a satisfiable formula.",Answer the following question concisely and factually.,I and II only
"Mergesort works by splitting a list of n numbers in half, sorting each half recursively, and merging the two halves. Which of the following data structures will allow mergesort to work in O(n log n) time?
I. A singly linked list
II. A doubly linked list
III. An array",A,0,6,0.0,"II and III

- A doubly linked list and an array both allow efficient random access, which is crucial for mergesort's performance in O(n log n) time.
- A singly linked list does not allow efficient random access, making mergesort less efficient in this case.",Answer the following question concisely and factually.,"I, II, and III"
"Let P be a procedure that for some inputs calls itself (i.e., is recursive). If P is guaranteed to terminate, which of the following statements must be true?
I. P has a local variable.
II. P has an execution path where it does not call itself.
III. P either refers to a global variable or has at least one parameter.",A,0,6,0.0,"II. P has an execution path where it does not call itself.

This is necessary for the procedure to terminate, as it ensures there is a base case that prevents infinite recursion.",Answer the following question concisely and factually.,II and III only
"""Magic memory""' has two operations: Read and Clear. Both are indivisible and mutually exclusive. Clear sets the magic memory to zero. Read returns a value that represents the number of Read operations since the last Clear operation. Which of the following is (are) true of ""Magic memory""?
I. It can provide the functionality of an atomic Test-and-Set.
II. It can be used to coordinate processes running on a shared-memory multiprocessor.
III. It is only useful on a multiprocessor.",A,6,0,1.0,"I and II are true. ""Magic memory"" can provide the functionality of an atomic Test-and-Set and can be used to coordinate processes running on a shared-memory multiprocessor. It is not limited to being useful only on a multiprocessor.",Answer the following question concisely and factually.,I and II
"Languages with a structure that implements abstract data types (e.g., a C++ class) can prevent access to components of this structure by all operations except those that are part of this structure. However, definitions of such a structure often contain declarations of components of the structure (e.g., the header file for a C++ class may contain declarations of its private components). For such a language, an object's name could be bound at run time to stack storage for its component values (direct representation) or to a stack pointer referencing heap storage for its component values (indirect representation). Which of the following statements about comparisons between direct and indirect representations is (are) true?
I. Indirect representation noticeably increases compilation time.
II. Direct representation decreases the time needed to access components of a variable.
III. When the storage size of some private component of a variable changes, indirect representation minimizes the number of recompilations of source modules that must be performed.",A,6,0,1.0,"II and III are true.

- **Statement II**: Direct representation allows for faster access to components since they are stored directly in the object's memory location, reducing the overhead of additional pointer dereferencing required in indirect representation.

- **Statement III**: In indirect representation, if the storage size of a private component changes, only the code that manages the allocation and deallocation of that component needs to be recompiled, not necessarily the entire module. This minimizes recompilation compared to direct representation where the entire object definition might need to be recompiled.

- **Statement I** is false because the increase in compilation time due to indirect representation is generally not noticeable unless the system is highly optimized and the overhead of managing pointers is significant.",Answer the following question concisely and factually.,II and III only
"In a height-balanced binary search tree, the heights of the left and right descendents of any node differ by at most 1. Which of the following are true of such a tree?
I. Worst-case search time is logarithmic in the number of nodes.
II. Average-case search time is logarithmic in the number of nodes.
III. Best-case search time is proportional to the height of the tree.
IV. The height of the tree is logarithmic in the number of nodes.",A,0,6,0.0,"I, III, and IV are true. In a height-balanced binary search tree:
- I: Worst-case search time is indeed logarithmic in the number of nodes.
- II: Average-case search time can also be logarithmic under certain conditions but is not guaranteed to be so without additional assumptions.
- III: Best-case search time is proportional to the height of the tree, which is logarithmic for a balanced tree.
- IV: The height of the tree is logarithmic in the number of nodes, ensuring efficient operations.",Answer the following question concisely and factually.,"I, II, and IV"
"For a connected, undirected graph G = (V, E), which of the following must be true?
I. Σ_{v∈V} degree(v) is even.
II. |E| ≥ |V| − 1
III. G has at least one vertex with degree 1.",A,6,0,1.0,"I. Σ_{v∈V} degree(v) is even.
II. |E| ≥ |V| − 1

Explanation:
I. The sum of the degrees of all vertices in any graph is always even because each edge contributes to the degree of two vertices.
II. A connected graph with n vertices must have at least n-1 edges, forming a tree.
III. This is not necessarily true; a graph can be connected without having any vertex with degree 1.",Answer the following question concisely and factually.,I and II
"In multiprogrammed systems it is advantageous if some programs such as editors and compilers can be shared by several users. Which of the following must be true of multiprogrammed systems in order that a single copy of a program can be shared by several users?
I. The program is a macro.
II. The program is recursive.
III. The program is reentrant.",A,6,0,1.0,III. The program is reentrant.,Answer the following question concisely and factually.,III only
"Assume that any assignment statement can be executed in unit time. If as many identical processors as needed are used, what is the minimum number of time units needed to execute the assignments
A := B + C
B := A - B
C := A * E
D := A/F
E := B - C
F := A + B
with the same result as if the assignments were executed in the order shown?",A,6,0,1.0,3 time units.,Answer the following question concisely and factually.,3
"Two expressions E and F are said to be unifiable if there are substitutions for the variables of E and F that make the expressions lexically identical. In the following three expressions, only w, x, y, and z are variables.
I. f(w,w)
II. f(x,1)
III. f(y,g(z))
Which pairs of these expressions is (are) pairs of unifiable expressions?",A,1,5,0.16666666666666666,"Pairs I and II, and I and III are unifiable.

- For I and II: Substitute \(w\) with \(x\) in I, making it \(f(x, x)\), which is lexically identical to II after substituting \(x\) with 1.
- For I and III: Substitute \(w\) with \(y\) and \(w\) with \(g(z)\) in I, making it \(f(y, g(z))\), which is lexically identical to III.",Answer the following question concisely and factually.,"(I, II) and (I, III) only"
"Let T be a depth-first search tree of a connected undirected graph G. For each vertex v of T, let pre(v) be the number of nodes visited up to and including v during a preorder traversal of T, and post(v) be the number of nodes visited up to and including v during a postorder traversal of T. The lowest common ancestor of vertices u and v in T is a vertex w of T such that w is an ancestor of both u and v, and no child of w is an ancestor of both u and v. Let (u, v) be an edge in G that is not in T, such that pre(u) < pre(v). Which of the following statements about u and v must be true?
I. post(u) < post(v)
II. u is an ancestor of v in T.
III. If w is the lowest common ancestor of u and v in T, then w = u.",A,0,6,0.0,"I. post(u) < post(v) - True
II. u is an ancestor of v in T - False
III. If w is the lowest common ancestor of u and v in T, then w = u - False",Answer the following question concisely and factually.,II and III
"Which of the following statements about circuits is (are) true?
I. Combinational circuits may have feedback; sequential circuits do not.
II. Combinational circuits have a ""memoryless"" property; sequential circuits do not.
III. Both sequential and combinational circuits must be controlled by an external clock.",A,6,0,1.0,"II is true: Combinational circuits have a ""memoryless"" property, meaning their output depends only on the current inputs. Sequential circuits have memory elements and their outputs depend on both current inputs and past states. Statements I and III are false.",Answer the following question concisely and factually.,II only
"Which of the following considerations applies (apply) to choosing the page size in a paging system?
I. An advantage of larger pages is that they lead to smaller page tables.
II. An advantage of smaller pages is that they lead to less waste due to internal fragmentation.
III. Normally, the dominant factor in disk access time is not dependent on page length, so longer pages can be used advantageously.",A,0,6,0.0,"I and III apply to choosing the page size in a paging system. Larger pages reduce the size of the page table, which can improve performance by reducing the number of memory accesses required for address translation. Longer pages can also be advantageous if they align with typical data sizes or access patterns, potentially reducing the frequency of page faults. However, statement II is incorrect; smaller pages generally increase the risk of internal fragmentation rather than decreasing it.",Answer the following question concisely and factually.,"I, II, and III"
"Which of the following statements about datagrams sent by a node in a network using IPv4 protocol is (are) true?
I. Datagrams at the source must be the size of the smallest maximum transmission unit (MTU) of all the links on a path to the destination.
II. Datagrams may be fragmented during routing.
III. Datagrams are reassembled only at the destination.",A,6,0,1.0,"III is true. Datagrams are reassembled only at the destination.

I is false. Datagrams do not need to be the size of the smallest MTU; they can be larger, but may require fragmentation if they exceed the MTU of any link along the path.

II is true. While datagrams are typically not fragmented at the source, they can be fragmented during routing if they exceed the MTU of a link.",Answer the following question concisely and factually.,II and III
