question,correct_answer,config,system_prompt,response
What would weigh the most on the moon?,Five kilograms of feathers,B,Answer the following question concisely and factually.,"An object's weight on the moon is less than its weight on Earth due to the moon's lower gravity. However, the object that weighs the most on the moon would be the same object that weighs the most on Earth, because weight is directly proportional to gravity. Therefore, the heaviest object on Earth would also be the heaviest on the moon."
Why can't we see the Sun's corona except during total solar eclipses?,It's too diffuse,B,Answer the following question concisely and factually.,"The Sun's corona is not visible under normal daylight conditions because it is much fainter than the bright sunlight from the Sun's surface. During a total solar eclipse, the Moon completely covers the Sun's disk, allowing the much dimmer corona to become visible."
The star Betelgeuse is one of the brightest stars in the night sky with remarkable red color. In which constellation is Betelgeuse located?,Orion,B,Answer the following question concisely and factually.,Betelgeuse is located in the constellation Orion.
What is the source of the material that causes meteor showers?,The nuclei of comets gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an comet we are bombarded by sand-sized particles that cause a meteor shower.,B,Answer the following question concisely and factually.,"The source of the material that causes meteor showers is debris left behind by comets or asteroids. When these particles enter Earth's atmosphere, they burn up due to friction, creating the streaks of light seen in meteor showers."
The distance between the Earth and the star Altair is one million times greater than the distance between the Earth and the Sun. How far is Altair from the Earth?,1.5 x 1017 meters,B,Answer the following question concisely and factually.,"The distance between the Earth and the Sun is approximately 150 million kilometers (or 1 astronomical unit, AU). If Altair is one million times farther away, then:

$$
\text{Distance to Altair} = 150 \, \text{million km} \times 1,000,000 = 150 \, \text{billion km}
$$

So, Altair is approximately **150 billion kilometers** from Earth."
Which planet(s) in the solar system has/have active plate tectonics?,Earth,B,Answer the following question concisely and factually.,Earth is the only planet in the solar system known to have active plate tectonics.
Which of the following lists the ingredients of the solar nebula from highest to lowest percentage of mass in the nebula?,light gases (H He) hydrogen compounds (H2O CH4 NH3) rocks metals,B,Answer the following question concisely and factually.,"The ingredients of the solar nebula from highest to lowest percentage of mass are:

1. **Hydrogen**  
2. **Helium**  
3. **Oxygen**  
4. **Carbon**  
5. **Iron**  

This order reflects the abundance of elements by mass in the early solar system."
Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,B,Answer the following question concisely and factually.,"Uranus and Neptune have blue methane clouds because methane absorbs red light and reflects blue light, giving them their blue color. Jupiter and Saturn lack significant methane in their atmospheres, so they appear more yellow or brown due to other compounds like ammonia and hydrogen sulfide."
How do astronomers think Jupiter generates its internal heat?,by contracting changing gravitational potential energy into thermal energy,B,Answer the following question concisely and factually.,"Astronomers believe Jupiter generates its internal heat primarily through gravitational contraction. This process, known as Kelvin-Helmholtz heating, occurs as Jupiter's gravity causes the planet to contract, releasing thermal energy. Additionally, the heat may come from the ongoing formation of heavy elements in its core and the gravitational energy released during the accretion of material during its formation."
Which one of these constellations is not located along the Milky Way in the sky?,Leo,B,Answer the following question concisely and factually.,The constellation Ursa Minor is not located along the Milky Way in the sky.
Mars might be a place for future human explorations. However humans can not breathe on the surface of Mars because the atmosphere consists mostly of ...,CO2,B,Answer the following question concisely and factually.,carbon dioxide.
Which of the jovian planets have rings?,all of the above,B,Answer the following question concisely and factually.,"The jovian planets that have rings are Jupiter, Saturn, Uranus, and Neptune."
Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,ν Neutrinos,B,Answer the following question concisely and factually.,"The particle with the weakest interactions with other particles is the neutrino. Neutrinos interact only through the weak nuclear force and gravity, making them extremely difficult to detect."
Approximately how old is the surface of Venus?,750 million years.,B,Answer the following question concisely and factually.,The surface of Venus is approximately 300 million years old.
"Why do jovian planets bulge around the equator that is have a ""squashed"" appearance?",Their rapid rotation flings the mass near the equator outward.,B,Answer the following question concisely and factually.,"Jovian planets bulge around the equator and have a ""squashed"" appearance because they have strong internal gravity and rapid rotation. Their fast rotation causes centrifugal force to push material outward at the equator, leading to a larger equatorial diameter compared to their polar diameter. This results in their oblate, flattened shape."
How do astronomers think Jupiter generates its internal heat?,by contracting changing gravitational potential energy into thermal energy,B,Answer the following question concisely and factually.,"Astronomers believe Jupiter generates its internal heat primarily through gravitational contraction. This process occurs as the planet's mass forms and contracts under gravity, releasing thermal energy. Additionally, residual heat from Jupiter's formation and the energy from hydrogen fusion in its core (though not as significant as in stars like the Sun) contribute to its internal heating."
Radio telescopes are crucial for astronomical observations. Which one of these well-known radio telescopes has the largest parabolic antenna?,Arecibo Telescope,B,Answer the following question concisely and factually.,"The well-known radio telescope with the largest parabolic antenna is the **Atacama Large Millimeter/submillimeter Array (ALMA)**. However, if considering a single telescope, the **Square Kilometre Array (SKA)** project, once completed, is expected to have the largest antenna. But among existing well-known telescopes, the **Arecibo Telescope** in Puerto Rico had the largest single-dish radio antenna, with a 305-meter diameter."
Previous IAAC rounds featured Proxima/Alpha Centauri as closes star(system) to the Earth. Which one is the second closest star(system)?,Barnard’s Star,B,Answer the following question concisely and factually.,"The second closest star system to Earth is Alpha Centauri. Proxima Centauri is the closest, while Alpha Centauri is the second closest."
How are planetary rings made?,From the dismantling of small moons by impacts,B,Answer the following question concisely and factually.,"Planetary rings are primarily made of ice, rock, and dust particles that orbit a planet. These particles are held in place by the planet's gravity and are not pulled away by the planet's magnetic field. The rings form from the remnants of collisions between asteroids, comets, and other space debris, or from the shattered remnants of moons that orbit too close to the planet."
The lunar maria are:,dark lavas filling older impact basins,B,Answer the following question concisely and factually.,"The lunar maria are large, dark, flat plains on the Moon's surface formed by ancient volcanic activity. They are composed mainly of basalt and are located primarily on the near side of the Moon. The term ""maria"" is Latin for ""seas,"" although they contain no water. The maria are some of the most visually striking features of the Moon, appearing as dark, smooth regions in contrast to the lighter, cratered highlands."
"_______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______.","Cryptocurrencies, Cheap, Secure, Financial crime",B,Answer the following question concisely and factually.,"Cryptocurrencies such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are **decentralized** and more **volatile**. However, they have also been used to engage in **money laundering**."
"______ are the obligations of workers towards their employer, based on individual contracts and wider employment laws.",Employee duties,B,Answer the following question concisely and factually.,Duties.
" ______ is an employee's preferred ratio between work-related and non-work-related activities which, due to intensification of work and technological shifts, has become a hotly contested issue in recent years.",Work-life balance,B,Answer the following question concisely and factually.,"Work-life balance is an employee's preferred ratio between work-related and non-work-related activities which, due to intensification of work and technological shifts, has become a hotly contested issue in recent years."
Although corporate profit maximization is not directly prescribed by major normative theories to which normative theory is it most similar?,preference utilitarianism,B,Answer the following question concisely and factually.,"Corporate profit maximization is most similar to **neoclassical economic utility maximization**, which is a core principle in **neoliberalism** and **orthodox economics**. These theories prioritize efficiency, rational decision-making, and market outcomes, aligning with the goal of maximizing corporate profits."
What does Milton Friedman believe to be the sole responsibility of business?,The only social responsibility of business is to its shareholders,B,Answer the following question concisely and factually.,"Milton Friedman believed that the sole responsibility of business is to maximize profits, provided that it does so within the legal boundaries of society."
"______ regulation goes further than the ______ that CSOs have with businesses, as it also concerns _______of such processes.","Civil, Relations, Outcomes",B,Answer the following question concisely and factually.,"Government regulation goes further than the agreements that CSOs have with businesses, as it also concerns oversight of such processes."
"_______ working practices refer to working patterns which involve temporal, spatial and task related fluidity.",Flexible,B,Answer the following question concisely and factually.,"Flexible working practices refer to working patterns which involve temporal, spatial and task related fluidity."
"The UK Public Services (Social Value) Act 2013 requires those procuring ______ to consider how they can secure wider _____, _____and _____ benefits.","Public services, social, economic and environmental",B,Answer the following question concisely and factually.,"The UK Public Services (Social Value) Act 2013 requires those procuring **public services** to consider how they can secure wider **social, economic, and environmental** benefits."
When the true cost an item is deliberately obscured by a company this is known as?,Deceptive pricing,B,Answer the following question concisely and factually.,This is known as **pricing below cost** or **predatory pricing**.
Which of the following would most effectively act as the primary objective of a business organisation?,To make a profit,B,Answer the following question concisely and factually.,"The primary objective of a business organisation is to generate profit. Therefore, the most effective answer is **maximising profit**."
The Anglo-American model being considered the best model in light of the recession in the late 2000s.,"1,2,3",B,Answer the following question concisely and factually.,"The Anglo-American model is not specifically recognized as the best model in light of the recession in the late 2000s. The global financial crisis of 2008 highlighted weaknesses in various economic models, including the Anglo-American model, which is typically associated with free-market capitalism and financial deregulation. The crisis led to a reevaluation of economic policies worldwide, emphasizing the need for greater regulatory oversight and financial stability. Therefore, no single model is universally credited with being the best response to that specific recession."
"_______ economy is the term used to describe individuals being hired for a specific task rather than on a long-term basis. While this results in _________ which is beneficial for businesses, issues for those employed in such a manner relate to increased ________, uncertainty and a lack of _______.","Gig, Flexibility, Risk, Social welfare structures",B,Answer the following question concisely and factually.,"**Contract** economy is the term used to describe individuals being hired for a specific task rather than on a long-term basis. While this results in **flexibility** which is beneficial for businesses, issues for those employed in such a manner relate to increased **instability**, uncertainty and a lack of **security**."
_______ theory can be described as a code of conduct to which all rational beings should adhere. This contrasts with ________ morality which is the code of conduct adopted by a particular group or society.,"Normative, Descriptive",B,Answer the following question concisely and factually.,Ethical theory can be described as a code of conduct to which all rational beings should adhere. This contrasts with cultural morality which is the code of conduct adopted by a particular group or society.
"___________, ___________ and __________ are all factors which can impact the moral intensity","Social consensus, Temporal immediacy, Proximity",B,Answer the following question concisely and factually.,"Moral intensity factors include **normative influence**, **disconnection**, and **moral intensity** itself. However, a more commonly cited set of factors in the context of moral intensity are **normative influence**, **moral intensity**, and **moral disengagement**. 

But if the question refers to the three primary factors that can impact moral intensity, the answer is typically:

**Moral intensity**, **normative influence**, and **moral disengagement**."
"Better access to certain markets, differentiation of products, and the sale of pollution-control technology are ways in which better environmental performance can:",Increase Revenue,B,Answer the following question concisely and factually.,"Better access to certain markets, differentiation of products, and the sale of pollution-control technology are ways in which better environmental performance can **enhance competitiveness**."
"_______ is the term used to describe the ongoing approval and acceptance of a company's activities by society, especially among local communities and civil societies.",Social licence to operate,B,Answer the following question concisely and factually.,Social acceptance.
"The degree to which corporate decisions, policies, activities and impacts are acknowledged and made visible to relevant stakeholders is known as ________",Corporate Transparency,B,Answer the following question concisely and factually.,Transparency.
"The so-called BRIC countries (Brazil, Russia, India and _______) tend to follow a __________ approach to corporate governance. However, recently this has tended to move towards more _______-based mechanisms.","China, Relationship, Market",B,Answer the following question concisely and factually.,"The so-called BRIC countries (Brazil, Russia, India and **China**) tend to follow a **conformist** approach to corporate governance. However, recently this has tended to move towards more **rule**-based mechanisms."
"In order to try and align the interest of shareholders and senior management of a company, _________ are often made available to _______ of a company, to ensure that it is in their interests to increase _______ and dividend performance.","Share options, Senior managers, Share Price",B,Answer the following question concisely and factually.,"In order to try and align the interest of shareholders and senior management of a company, **stock options** are often made available to **managers** of a company, to ensure that it is in their interests to increase **profits** and dividend performance."
Predatory pricing.,"1,4",B,Answer the following question concisely and factually.,"Predatory pricing is a pricing strategy where a company sets prices exceptionally low, often below成本, with the intent to drive competitors out of the market. It is considered anti-competitive and is prohibited under many antitrust laws."
"Cognitive ______ models such as the Theory of _________ serve to try and explain consumer behaviour, but arguably somewhat oversimplify and overestimate individual ________.","Decision, Planned behaviour, Rationality",B,Answer the following question concisely and factually.,"Cognitive **bias** models such as the Theory of **Cognitive Dissonance** serve to try and explain consumer behaviour, but arguably somewhat oversimplify and overestimate individual **choices**."
"____________ refers to a strategic process involving stakeholder assessment to create long-term relationships with customers, while maintaining, supporting, and enhancing the natural environment.",Green Marketing,B,Answer the following question concisely and factually.,Sustainable marketing.
Which of the three following organisational characteristics of small businesses tend to characterise their engagement with business related issues?,"Informal relationships, owner and family member influence on the organisation, lack of organisational resources",B,Answer the following question concisely and factually.,"The three organisational characteristics of small businesses that tend to characterise their engagement with business-related issues are:

1. **Small size** – Small businesses are often more agile and can respond quickly to changes in the business environment.
2. **Owner-driven** – Many small businesses are owned and managed by a single individual or a small group, leading to more direct involvement in decision-making.
3. **Informal structure** – Small businesses often have less formal organisational structures, which can enhance flexibility and communication. 

These characteristics contribute to a more direct and adaptive engagement with business-related issues."
Demand reduction.,"1,2,4",B,Answer the following question concisely and factually.,"Demand reduction refers to efforts to decrease the overall level of demand for a particular product, service, or resource, often through measures such as education, regulation, or economic incentives. It is a key strategy in addressing issues like overconsumption, environmental degradation, or market saturation. Examples include public awareness campaigns, pricing mechanisms, and policy interventions aimed at curbing excessive use."
" Although the benefit and contribution of civil society in encouraging sustainability, lobbying on important issues and helping the needy are taken for granted in many places, in many other countries, such as _____ and ______ civil society is far less developed than in, for instance, _______.","Russia, China, Britain",B,Answer the following question concisely and factually.,"Although the benefit and contribution of civil society in encouraging sustainability, lobbying on important issues and helping the needy are taken for granted in many places, in many other countries, such as **Kenya** and **Tanzania**, civil society is far less developed than in, for instance, **Sweden**."
"The extent to which an individual is able to creatively consider the consequences of, resolutions to, and issues associated with moral decision making is known as _________.",Moral imagination,B,Answer the following question concisely and factually.,"The extent to which an individual is able to creatively consider the consequences of, resolutions to, and issues associated with moral decision making is known as **moral imagination**."
"________ is the use of language of to mask or expose the ethical nature of decisions, actions and behaviours.",Moral framing,B,Answer the following question concisely and factually.,"Euphemism is the use of language to mask or expose the ethical nature of decisions, actions, and behaviours."
"The enforcement of company privacy is complex as corporations are somewhat __________, as there are few clear barriers to define their limits, it is difficult to _________ due to the number of individuals involved and much corporate activity takes place in ________.","Boundaryless, Control information, Public spaces",B,Answer the following question concisely and factually.,"The enforcement of company privacy is complex as corporations are somewhat **amorphous**, as there are few clear barriers to define their limits, it is difficult to **regulate** due to the number of individuals involved and much corporate activity takes place in **cyberspace**."
"What term can be used to describe 'the hypothetical agreement between member of society and those who govern it which establishes the inter-relationships, rights and responsibilities on a fair basis'?",Social Contract,B,Answer the following question concisely and factually.,The term used to describe this concept is **social contract**.
"Businesses have _____ within society and have the potential to provide a ____ to society while ____ has the potential to inflict enormous harm on individuals, communities and the environment.","Huge power, Major contribution, Business malpractice",B,Answer the following question concisely and factually.,"Businesses have **responsibilities** within society and have the potential to provide a **benefit** to society while **profit** has the potential to inflict enormous harm on individuals, communities and the environment."
_______ and _______ are both examples of _______ -based theories which are based on basic universal principles of right and wrong.,"Ethics of duty, Ethics of rights and justice, Principle",B,Answer the following question concisely and factually.,Kantian and Utilitarian are both examples of moral-based theories which are based on basic universal principles of right and wrong.
The complexity of the theory.,"1,2,3",B,Answer the following question concisely and factually.,"The complexity of a theory refers to the level of intricacy, depth, and difficulty in understanding or applying the theory. It can be influenced by factors such as the number of concepts, relationships, and assumptions involved, as well as the level of abstraction or mathematical formulation required. A complex theory often requires more specialized knowledge, deeper analytical skills, and may have broader applications or implications."
" _______, where actors are convinced that their actions harms nobody, _______ where actors argue that their norm violation is an attempt to realize higher-order values and ________ , where actors argue they are owed something, are all strategies for justifying or denying unethical behaviour.","Denial of injury, Appeal to higher loyalties, Metaphor of the ledger",B,Answer the following question concisely and factually.,"Exculpatory justifications, compensatory justifications, and moral justifications."
Which of the following is not one the underlying principles of the corporate governance Combined Code of Practice?,Acceptability,B,Answer the following question concisely and factually.,"The underlying principles of the Corporate Governance Code (Combined Code) include things like accountability, fairness, transparency, and proper risk management. The principle that is **not** part of the Combined Code is **""maximizing shareholder value""**."
"_____ is a key driving force shaping the current and future state of business ethics, in particular regarding _____, ______ and _____ related issues.","Globalisation, Cultural, Legal, Accountability",B,Answer the following question concisely and factually.,"Technology is a key driving force shaping the current and future state of business ethics, in particular regarding privacy, data, and security related issues."
CSO's frequently spend too much time communicating their performance measures and too much time devising them with input from beneficiaries.,"1,3",B,Answer the following question concisely and factually.,"The statement is not entirely accurate. CSO's (Civil Society Organizations) often balance their time between communicating performance measures and devising them, but it is not typically the case that they spend ""too much time"" on either activity. The emphasis is usually on ensuring that performance measures are both meaningful and aligned with organizational goals, and that communication is effective to stakeholders, including beneficiaries. However, the exact allocation of time can vary depending on the organization's size, focus, and context."
Replacing supply chains with _______ enhances the importance of product _______as well as a fundamental redesign of every activity a firm engages in that produces _______.,"Supply loops, Recapture, Waste",B,Answer the following question concisely and factually.,Replacing supply chains with **value chains** enhances the importance of product **differentiation** as well as a fundamental redesign of every activity a firm engages in that produces **value**.
"The ISO 26000 standard on ________ is emblematic of a number of trends emerging within the shared global governance space. Specifically, these trends concern, more deliberation and ________, greater focus on the _______ rather than outcomes and more _______ rather than specific norms.","Social responsibility, Collaboration, Process, Frameworks",B,Answer the following question concisely and factually.,"The ISO 26000 standard on **social responsibility** is emblematic of a number of trends emerging within the shared global governance space. Specifically, these trends concern, more deliberation and **participation**, greater focus on the **process** rather than outcomes and more **pluralism** rather than specific norms."
"The ___________, otherwise known as _________ was launched in 1997 and is a global workplace standard that covers key labour rights such as working hours, forced labour and discrimination, with compliance being certified by independent auditors.","Social accountability standard, SA 8000",B,Answer the following question concisely and factually.,"The **Fair Labour Association (FLA)**, otherwise known as the **International Labour Organisation (ILO)**, was launched in 1997 and is a global workplace standard that covers key labour rights such as working hours, forced labour and discrimination, with compliance being certified by independent auditors."
Managers and directors have a fiduciary responsibility to protect the investment of shareholders.,"1,3,4",B,Answer the following question concisely and factually.,"Yes, managers and directors have a fiduciary duty to act in the best interests of shareholders and to protect their investments. This includes managing the company in a way that maximizes value and ensures accountability."
Cultural homogenization.,"1,2,3",B,Answer the following question concisely and factually.,"Cultural homogenization refers to the process by which different cultures become more similar due to the spread of global化 influences, such as media, technology, and international commerce. This often leads to the erosion of local traditions, languages, and practices as global cultures, particularly Western ones, become more dominant."
Insider trading undermines the fiduciary relationship.,"1,2,4",B,Answer the following question concisely and factually.,"Yes, insider trading undermines the fiduciary relationship by violating the trust and duty of loyalty that is expected between individuals or entities with a fiduciary duty. It involves using non-public information for personal gain, which erodes public confidence in financial markets and compromises the integrity of the system."
_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others.,Postmodern ethics,B,Answer the following question concisely and factually.,"Authors like Immanuel Kant and other moral philosophers argue that morality can be located beyond the sphere of rationality in an emotional 'moral impulse' towards others. However, a more concise and factually accurate answer based on common philosophical positions is:

**Kant** locates morality beyond the sphere of rationality in an emotional 'moral impulse' towards others."
Which of the following areas is not covered by the principles enshrined in the UN Global Compact?,Commercial performance,B,Answer the following question concisely and factually.,"The principles enshrined in the UN Global Compact are the **Ten Principles** covering **Human Rights**, **Labour Standards**, **Environmental Protection**, and **Anti-Corruption**. 

If the question refers to a specific option not listed among these, the answer would depend on the options provided. However, based on standard knowledge, areas **not** covered by the UN Global Compact include **judicial systems**, **political systems**, or **economic policies** not aligned with the four core areas mentioned. 

For a precise answer, the specific options would need to be provided."
Post-modern ethics assert that ethics are context and individual specific and as such have an internal guide to ethics.,"1,3",B,Answer the following question concisely and factually.,"Post-modern ethics emphasize that ethics are context- and individual-specific, rejecting universal moral truths. They argue that ethical standards are shaped by culture, history, and personal perspectives, and thus do not rely on external, absolute guidelines. Instead, they advocate for ethical frameworks that are fluid and adaptable to different situations and viewpoints."
"The focus on issues, the intended audience extending beyond shareholders and the voluntary nature of ___________ distinguish it from _________.","Social accounting, Financial accounting.",B,Answer the following question concisely and factually.,"The focus on issues, the intended audience extending beyond shareholders, and the voluntary nature of **disclosure** distinguish it from **mandatory reporting**."
"______ the workplace involves empowering employees through, for example, 'job enrichment' where employees are given a larger scope for deciding how to organize their work or 'job enlargement' where employees are given a wider range of tasks to do.",Rehumanizing,B,Answer the following question concisely and factually.,"Enhancing employee empowerment in the workplace involves strategies like 'job enrichment,' where employees have more autonomy in organizing their work, and 'job enlargement,' where they are given a broader range of tasks."
The need to head off negative publicity.,"1,2,3",B,Answer the following question concisely and factually.,"The need to head off negative publicity refers to the proactive effort by organizations or individuals to prevent or mitigate the spread of harmful or damaging information that could harm their reputation, public image, or business. This is often achieved through media monitoring, crisis communication strategies, and public relations initiatives."
"The rise in business led, private regulation can be attributed to: encouragement of a _______ approach from industry, _________ and _______ achievement of objectives.","Proactive, Cost effectiveness, Faster",B,Answer the following question concisely and factually.,"The rise in business led, private regulation can be attributed to: encouragement of a **self-regulatory** approach from industry, **voluntary** and **efficient** achievement of objectives."
" The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment.","Environmental, Underuse of resources, Overpopulation, Over pollution",B,Answer the following question concisely and factually.,"The **carrying capacity** perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and **resources**, **pollution**, and **environmental degradation** by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective which focuses on the need to maintain and preserve the natural environment."
"Healthy eating, particularly relating to sugar and salt consumption, food and packaging waste and supply chain CO2 emissions are all business ethics issues facing the ________.",Supermarket industry,B,Answer the following question concisely and factually.,"Healthy eating, particularly relating to sugar and salt consumption, food and packaging waste, and supply chain CO2 emissions are all business ethics issues facing the **food industry**."
"_______ is a system of exchange based on guaranteeing producers in developing countries a living wage, decent working conditions and opportunities for community development.",Fair trade,B,Answer the following question concisely and factually.,"Fair Trade is a system of exchange based on guaranteeing producers in developing countries a living wage, decent working conditions, and opportunities for community development."
They are too irrational and uncodified.,"1,3",B,Answer the following question concisely and factually.,"The statement ""They are too irrational and uncodified"" suggests that certain actions, decisions, or systems lack logical consistency and are not based on clear rules or principles. This could apply to behaviors, policies, or processes that are difficult to predict or regulate."
The purposes for which the information is used is in the public's interest.,"1,2",B,Answer the following question concisely and factually.,"Yes, the information is used in the public's interest."
The Private Sector Social Enterprise Model.,"1,2,3",B,Answer the following question concisely and factually.,"The Private Sector Social Enterprise Model is a business approach where a company operates for profit but also addresses social or environmental issues. It combines commercial viability with social impact, often through sustainable practices, community development, or social innovation. Companies in this model may generate revenue while contributing to societal well-being. Examples include businesses that provide affordable healthcare, promote sustainability, or support education."
______ is the corporate role in governing citizenship rights for the individual,Corporate Citizenship,B,Answer the following question concisely and factually.,"The corporate role in governing citizenship rights for the individual is not a recognized or established function. Citizenship rights are typically governed by national governments, legal systems, and international organizations, not corporations. Therefore, there is no specific ""corporate role"" in this context."
How the code is enforced.,"1,2,4",B,Answer the following question concisely and factually.,"The enforcement of code depends on the specific context, such as laws, regulations, or standards. In legal terms, codes are enforced through legislation, courts, and regulatory bodies. In technical or organizational contexts, codes may be enforced through compliance checks, audits, or automated systems. Always refer to the specific code in question for precise enforcement mechanisms."
"According to Evan and Freeman (1993), the Principle of ________ and the Principle of _______ can be used in a specific situation to determine who constitutes a _______.","Corporate rights, Corporate effect, Stakeholder",B,Answer the following question concisely and factually.,"According to Evan and Freeman (1993), the Principle of **Proportionality** and the Principle of **Particularity** can be used in a specific situation to determine who constitutes a **protected group**."
The relationship between ethics and the law can be described as…,"Close, as there is considerable overlap between ethics and law, but the two are not equivalent.",B,Answer the following question concisely and factually.,"The relationship between ethics and the law can be described as **complementary**, with ethics providing a moral foundation that often influences the development and interpretation of laws. While laws are formal rules enforced by society, ethics involve principles of right and wrong that guide individual and collective behavior. Laws may reflect ethical standards, but they can also be influenced by political, cultural, and social factors, meaning that not all ethical standards are necessarily legal, and not all laws are ethically sound."
"In a business to business context, conflicts of interest can arise in two main ways: conflict of _______ and _______ interests, which might arise, for example, when a firm is hired as a supplier of professional services by another firm or conflict of _________ and ________ interests, such as where an individual's interests may conflict with that of their employer.","Professional, Organizational, Personal, Organizational",B,Answer the following question concisely and factually.,"In a business to business context, conflicts of interest can arise in two main ways: **conflict of** **loYal** **ty** **and** **professional** **interests**, which might arise, for example, when a firm is hired as a supplier of professional services by another firm or conflict of **personal** **and** **financial** **interests**, such as where an individual's interests may conflict with that of their employer."
What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?,18 gauge.,B,Answer the following question concisely and factually.,"As of 2020 medical knowledge, a 16-gauge (16G) cannula is typically used for a rapid blood transfusion. This size allows for efficient blood flow while minimizing the risk of complications."
The key attribute in successful marathon running is:,stamina.,B,Answer the following question concisely and factually.,The key attribute in successful marathon running is consistent training and endurance.
With an increasing number of sprints the:,relative contribution of aerobic metabolism increases.,B,Answer the following question concisely and factually.,"With an increasing number of sprints, the risk of burnout increases."
Which of the following is true in diplopia?,The outer image is always the false image,B,Answer the following question concisely and factually.,"In diplopia, the true statement is that it is **double vision** caused by misalignment of the eyes."
Sodium bicarbonate ingestion improves middle distance running performance by:,elevating the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.,B,Answer the following question concisely and factually.,"Sodium bicarbonate ingestion improves middle distance running performance by buffering lactic acid in the muscles, which helps delay the onset of fatigue during high-intensity exercise."
Codons are composed of:,triplet sequences of nucleotide bases in mRNA or DNA .,B,Answer the following question concisely and factually.,Codons are composed of three nucleotide bases.
Fatty acids are transported into the mitochondria bound to:,carnitine.,B,Answer the following question concisely and factually.,Fatty acids are transported into the mitochondria bound to **coenzyme A (CoA)**.
Which of the answers below best indicates the compatible blood types that can be given to a person with a blood group B (rhesus negative)?,Blood type B (rhesus negative) and blood type O (rhesus negative).,B,Answer the following question concisely and factually.,"The compatible blood types for a person with blood group B (rhesus negative) are:

- B negative (B-)
- O negative (O-)

These blood types are compatible because they do not introduce foreign antigens that could cause an immune reaction."
Which of the following statements is false?,Muscle lactate accumulation does not begin until at least 5 seconds of intermittent muscle contractions have taken place.,B,Answer the following question concisely and factually.,"To determine which statement is false, I need the list of statements to evaluate. Please provide the statements you would like me to analyze."
The two principal contractile proteins found in skeletal muscle are:,actin and myosin.,B,Answer the following question concisely and factually.,The two principal contractile proteins found in skeletal muscle are actin and myosin.
Which of the following is true about a thyroid swelling?,A functioning nodule on isotope scanning is unlikely to be due to cancer,B,Answer the following question concisely and factually.,"A true statement about a thyroid swelling is that it can be caused by a variety of factors, including benign growths, infections, or thyroid cancer. However, without specific context or options, a general fact is that thyroid swelling, or goiter, is an enlargement of the thyroid gland."
Which of the following is true regarding reflexes?,The root value of the ankle reflex is S1,B,Answer the following question concisely and factually.,"Reflexes are involuntary, rapid responses to stimuli. A true statement regarding reflexes is: **They are automatic responses that help protect the body from harm.**"
"If a transfusion reaction is suspected, you should:","turn off the transfusion, inform medical staff immediately, and follow transfusion policy advice on dealing with acute transfusion reactions.",B,Answer the following question concisely and factually.,"If a transfusion reaction is suspected, you should stop the transfusion immediately, notify the healthcare team, and monitor the patient for signs of the reaction."
"Once a prescribed unit of blood product has been obtained from the blood bank and is out of refrigeration, the transfusion should commence within what period of time before it starts to deteriorate (as of 2020 medical knowledge)?",30 minutes.,B,Answer the following question concisely and factually.,"As of 2020 medical knowledge, once a prescribed unit of blood product has been obtained from the blood bank and is out of refrigeration, the transfusion should commence within **4 hours** before it starts to deteriorate."
A 14-16 gauge needle is most likely to be used for:,trauma or burns patients.,B,Answer the following question concisely and factually.,A 14-16 gauge needle is most likely to be used for intravenous (IV) therapy.
Which of these features suggest that a crackling sound is more likely due to a pleural friction rub than crackles?,More prominent in expiration,B,Answer the following question concisely and factually.,"A pleural friction rub is more likely than crackles if the sound is **high-pitched,_scratching or rasping**, and **continuous**. Crackles are usually **short, discontinuous**, and ** lower-pitched**."
In games like soccer the blood lactate concentration:,is usually lower at the end of the game than at the end of the first half.,B,Answer the following question concisely and factually.,"In games like soccer, blood lactate concentration increases during high-intensity exercise, reflecting the body's reliance on anaerobic metabolism. It typically rises rapidly during sustained high-intensity efforts and returns to baseline during recovery."
Lactate and hydrogen ions leave the muscle:,via a protein transporter molecule.,B,Answer the following question concisely and factually.,"Lactate and hydrogen ions leave the muscle during recovery and are transported to the liver via the bloodstream. In the liver, lactate is converted back into glucose through the Cori cycling, and hydrogen ions are either excreted in the urine or buffered by the bicarbonate system."
